id,tipo,ano,estado,municipio,localidad,solicitudes_atendidas,solicitudes_recibidas,cod_inegi_localidad,cod_inegi_municipio
1071,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO","LA ESCONDIDA",7,7,030152070,030152
1072,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO","LA MAJAHUA",15,15,030152099,030152
1073,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO","LA RIBERA",36,36,030152029,030152
1074,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO","LAS CHACAS",15,15,030152085,030152
1075,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO","LAS GUAYABAS",2,2,030152086,030152
1076,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO","LLANO DE BUSTOS",3,3,030152002,030152
1077,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO","LOS JOBOS",5,5,030152060,030152
1078,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO",MADERAS,6,6,030152094,030152
1079,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO","MATA DE CHAVEZ",6,6,030152025,030152
1080,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO",MIRADORES,1,1,030152152,030152
1081,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO",MOCTEZUMA,2,2,030152091,030152
1082,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO",MORALES,13,13,030152089,030152
1083,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO","PALO ALTO",3,3,030152084,030152
1084,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO",PAPANES,11,11,030152092,030152
1085,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO","PUNTA DE BUSTOS",4,4,030152075,030152
1086,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO","RANCHO NUEVO",1,1,030152181,030152
1087,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO","TAMPICO ALTO",5,5,030152001,030152
1088,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO",TANCOBAN,6,6,030152239,030152
1089,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO",ZAPOTAL,4,4,030152093,030152
1090,GASOLINA,2014,VERACRUZ,TANTIMA,"EL CINCUENTA",1,1,030154025,030154
1091,GASOLINA,2014,VERACRUZ,TANTIMA,"EL RIO",1,1,030154063,030154
1092,GASOLINA,2014,VERACRUZ,TANTIMA,"LOS HIGUEROS",2,2,030154084,030154
1093,GASOLINA,2014,VERACRUZ,"TATAHUICAPAN DE JUAREZ","SOCHAPA DE ALVARO OBREGON",1,1,030209039,030209
1094,GASOLINA,2014,VERACRUZ,"TATAHUICAPAN DE JUAREZ",ZAPOTITLAN,1,1,030209051,030209
1095,GASOLINA,2014,VERACRUZ,TECOLUTLA,"BOCA DE LIMA",1,1,030158002,030158
1096,GASOLINA,2014,VERACRUZ,TECOLUTLA,CASITAS,13,13,030158005,030158
1097,GASOLINA,2014,VERACRUZ,TECOLUTLA,"LA VIGUETA",1,1,030158046,030158
1098,GASOLINA,2014,VERACRUZ,TECOLUTLA,TECOLUTLA,17,17,030158001,030158
1099,GASOLINA,2014,VERACRUZ,TLACOTALPAN,"LA MAGDALENA",1,1,030178051,030178
1100,GASOLINA,2014,VERACRUZ,TLACOTALPAN,TLACOTALPAN,6,6,030178001,030178
1101,GASOLINA,2014,VERACRUZ,TUXPAN,TAMPAMACHOCO,4,4,030189085,030189
1102,GASOLINA,2014,VERACRUZ,TUXPAN,"TUXPAM DE RODRIGUEZ CANO",3,3,030189001,030189
1103,GASOLINA,2014,VERACRUZ,"VEGA DE ALATORRE","EMILIO CARRANZA",2,2,030192016,030192
1104,GASOLINA,2014,VERACRUZ,"VEGA DE ALATORRE","LAS HIGUERAS",13,13,030192018,030192
1105,GASOLINA,2014,VERACRUZ,"VEGA DE ALATORRE","PLAYA NAVARRO",2,2,030192150,030192
1106,GASOLINA,2014,VERACRUZ,"VEGA DE ALATORRE","VEGA DE ALATORRE",1,1,030192001,030192
1107,GASOLINA,2014,YUCATAN,BOKOBA,BOKOBA,1,1,031005001,031005
1108,GASOLINA,2014,YUCATAN,BUCTZOTZ,BUCTZOTZ,1,1,031006001,031006
1109,GASOLINA,2014,YUCATAN,CARMEN,NINGUNO,1,1,,
1110,GASOLINA,2014,YUCATAN,CELESTUN,CELESTUN,18,18,031011001,031011
1111,GASOLINA,2014,YUCATAN,DZIDZANTUN,DZIDZANTUN,18,18,031027001,031027
1112,GASOLINA,2014,YUCATAN,"DZILAM DE BRAVO","DON CHUCHO",1,1,031028138,031028
1113,GASOLINA,2014,YUCATAN,"DZILAM DE BRAVO","DZILAM DE BRAVO",73,73,031028001,031028
1114,GASOLINA,2014,YUCATAN,"DZILAM GONZALEZ","DZILAM GONZALEZ",4,4,031029001,031029
1115,GASOLINA,2014,YUCATAN,HUNUCMA,SISAL,5,5,031038004,031038
1116,GASOLINA,2014,YUCATAN,MERIDA,MERIDA,2,2,031050001,031050
1117,GASOLINA,2014,YUCATAN,MOTUL,"MOTUL DE CARRILLO PUERTO",2,2,031052001,031052
1118,GASOLINA,2014,YUCATAN,PROGRESO,CHELEM,7,7,031059003,031059
1119,GASOLINA,2014,YUCATAN,PROGRESO,"CHICXULUB PUERTO",16,16,,031059
1120,GASOLINA,2014,YUCATAN,PROGRESO,CHUBURNA,27,27,031059005,031059
1121,GASOLINA,2014,YUCATAN,PROGRESO,PROGRESO,53,53,031059001,031059
1122,GASOLINA,2014,YUCATAN,SINANCHE,"SAN CRISANTO",7,7,031068003,031068
1123,GASOLINA,2014,YUCATAN,"TELCHAC PUEBLO",TELCHAC,1,1,031082001,031082
1124,GASOLINA,2014,YUCATAN,"TELCHAC PUERTO","TELCHAC PUERTO",10,10,031083001,031083
1125,GASOLINA,2014,YUCATAN,YOBAIN,CHABIHAU,5,5,031106002,031106
1126,GASOLINA,2014,YUCATAN,YOBAIN,YOBAIN,2,2,031106001,031106
1127,GASOLINA,2015,"BAJA CALIFORNIA",ENSENADA,"BAHIA DE LOS ANGELES",0,1,002001046,002001
1128,GASOLINA,2015,"BAJA CALIFORNIA",ENSENADA,"EL SAUZAL",1,1,,002001
1129,GASOLINA,2015,"BAJA CALIFORNIA",ENSENADA,ENSENADA,3,5,002001001,002001
1130,GASOLINA,2015,"BAJA CALIFORNIA",ENSENADA,"PUNTA BANDA (EL RINCON DE PUNTA BANDA)",0,1,0020012224,002001
1131,GASOLINA,2015,"BAJA CALIFORNIA",ENSENADA,"SAN QUINTIN",1,1,002001857,002001
1132,GASOLINA,2015,"BAJA CALIFORNIA",MEXICALI,"SAN FELIPE",1,1,002002284,002002
1133,GASOLINA,2015,"BAJA CALIFORNIA SUR",COMONDU,"BENITO JUAREZ (BUENAVISTA)",1,1,,003001
1134,GASOLINA,2015,"BAJA CALIFORNIA SUR",COMONDU,"CIUDAD CONSTITUCION",5,5,003001001,003001
1135,GASOLINA,2015,"BAJA CALIFORNIA SUR",COMONDU,"PUERTO ADOLFO LOPEZ MATEOS",11,11,003001003,003001
1136,GASOLINA,2015,"BAJA CALIFORNIA SUR",COMONDU,"PUERTO SAN CARLOS",20,21,003001280,003001
1137,GASOLINA,2015,"BAJA CALIFORNIA SUR","LA PAZ","AGUA AMARGA",7,7,003003020,003003
1138,GASOLINA,2015,"BAJA CALIFORNIA SUR","LA PAZ","AGUA BLANCA",1,1,003003022,003003
1139,GASOLINA,2015,"BAJA CALIFORNIA SUR","LA PAZ","EL CENTENARIO",1,1,003003092,003003
1140,GASOLINA,2015,"BAJA CALIFORNIA SUR","LA PAZ","EL SARGENTO",1,1,0030031630,003003
1141,GASOLINA,2015,"BAJA CALIFORNIA SUR","LA PAZ","LA PAZ",14,15,003003001,003003
1142,GASOLINA,2015,"BAJA CALIFORNIA SUR","LA PAZ","LOS BARRILES",1,1,003003392,003003
1143,GASOLINA,2015,"BAJA CALIFORNIA SUR","LA PAZ","PUERTO CHALE",1,1,003003224,003003
1144,GASOLINA,2015,"BAJA CALIFORNIA SUR","LA PAZ","RANCHO SIN NOMBRE",1,1,,003003
1145,GASOLINA,2015,"BAJA CALIFORNIA SUR","LA PAZ","SANTA RITA",1,1,003003293,003003
1146,GASOLINA,2015,"BAJA CALIFORNIA SUR","LA PAZ","TODOS SANTOS",2,2,003003003,003003
1147,GASOLINA,2015,"BAJA CALIFORNIA SUR",LORETO,LORETO,1,1,003009001,003009
1148,GASOLINA,2015,"BAJA CALIFORNIA SUR","LOS CABOS","LA RIBERA",3,3,003008217,003008
1149,GASOLINA,2015,"BAJA CALIFORNIA SUR",MULEGE,"BAHIA ASUNCION",1,1,003002014,003002
1150,GASOLINA,2015,"BAJA CALIFORNIA SUR",MULEGE,"BAHIA TORTUGAS (SAN BARTOLOME)",3,3,,003002
1151,GASOLINA,2015,"BAJA CALIFORNIA SUR",MULEGE,"LA BOCANA (LA BOCANITA)",1,1,,003002
1152,GASOLINA,2015,"BAJA CALIFORNIA SUR",MULEGE,"NATIVIDAD (ISLA NATIVIDAD)",1,1,,003002
1153,GASOLINA,2015,"BAJA CALIFORNIA SUR",MULEGE,NINGUNO,2,2,0030021402,003002
1154,GASOLINA,2015,"BAJA CALIFORNIA SUR",MULEGE,"PUNTA ABREOJOS",1,1,003002116,003002
1155,GASOLINA,2015,"BAJA CALIFORNIA SUR",MULEGE,"SANTA ROSALIA",1,1,003002001,003002
1156,GASOLINA,2015,CAMPECHE,CALKINI,CALKINI,2,2,004001001,004001
1157,GASOLINA,2015,CAMPECHE,CALKINI,"ISLA ARENA (PUNTA ARENA)",105,107,,004001
1158,GASOLINA,2015,CAMPECHE,CALKINI,TANKUCHE,2,2,004001014,004001
1159,GASOLINA,2015,CAMPECHE,CAMPECHE,CAMPECHE,115,119,,004002
1160,GASOLINA,2015,CAMPECHE,CAMPECHE,LERMA,21,22,004002087,004002
1161,GASOLINA,2015,CAMPECHE,CAMPECHE,"LOCALIDAD SIN NOMBRE",1,1,,004002
1162,GASOLINA,2015,CAMPECHE,CAMPECHE,"SAN FRANCISCO",1,1,004002755,004002
1163,GASOLINA,2015,CAMPECHE,CARMEN,ATASTA,1,1,004003006,004003
1164,GASOLINA,2015,CAMPECHE,CARMEN,CANDELARIA,1,1,004003783,004003
1165,GASOLINA,2015,CAMPECHE,CARMEN,"CIUDAD DEL CARMEN",39,40,004003001,004003
1166,GASOLINA,2015,CAMPECHE,CARMEN,"EMILIANO ZAPATA",3,3,,004003
1167,GASOLINA,2015,CAMPECHE,CARMEN,"ISLA AGUADA",29,29,004003199,004003
1168,GASOLINA,2015,CAMPECHE,CARMEN,JIMBAL,1,1,0040033386,004003
1169,GASOLINA,2015,CAMPECHE,CARMEN,"NUEVO CAMPECHITO",1,1,004003118,004003
1170,GASOLINA,2015,CAMPECHE,CARMEN,"NUEVO PROGRESO",2,2,004003005,004003
1171,GASOLINA,2015,CAMPECHE,CARMEN,"PUERTO REAL",1,1,0040033773,004003
1172,GASOLINA,2015,CAMPECHE,CARMEN,SABANCUY,39,39,004003614,004003
1173,GASOLINA,2015,CAMPECHE,CARMEN,"SAN ANTONIO CARDENAS",3,3,004003101,004003
1174,GASOLINA,2015,CAMPECHE,CHAMPOTON,CHAMPOTON,135,135,004004001,004004
1175,GASOLINA,2015,CAMPECHE,CHAMPOTON,"CIUDAD DEL SOL",1,1,004004017,004004
1176,GASOLINA,2015,CAMPECHE,CHAMPOTON,"LA JOYA",2,2,004004016,004004
1177,GASOLINA,2015,CAMPECHE,CHAMPOTON,"SANTA CLARA",1,1,004004208,004004
1178,GASOLINA,2015,CAMPECHE,CHAMPOTON,SEYBAPLAYA,153,153,004004035,004004
1179,GASOLINA,2015,CAMPECHE,CHAMPOTON,"VILLA MADERO",35,35,004004045,004004
1180,GASOLINA,2015,CAMPECHE,CHAMPOTON,X-KEULIL,1,1,,004004
1181,GASOLINA,2015,CHIAPAS,ACAPETAHUA,"EMBARCADERO LAS GARZAS",1,1,007003017,007003
1182,GASOLINA,2015,CHIAPAS,ACAPETAHUA,"LA LUPE",1,1,007003140,007003
1183,GASOLINA,2015,CHIAPAS,ACAPETAHUA,"LA PALMA",1,1,007003029,007003
1184,GASOLINA,2015,CHIAPAS,ACAPETAHUA,"LAS LAURAS",1,1,007003093,007003
1185,GASOLINA,2015,CHIAPAS,ARRIAGA,ARRIAGA,1,1,007009001,007009
1186,GASOLINA,2015,CHIAPAS,ARRIAGA,"LA GLORIA",2,2,007009046,007009
1187,GASOLINA,2015,CHIAPAS,CATAZAJA,"CUYO (ALVARO OBREGON)",0,1,007016005,007016
1188,GASOLINA,2015,CHIAPAS,CATAZAJA,"EL PAJONAL",1,1,007016016,007016
1189,GASOLINA,2015,CHIAPAS,CATAZAJA,"EL TINTO BONSHAN",1,1,007016037,007016
1190,GASOLINA,2015,CHIAPAS,CATAZAJA,"GUADALUPE DEL CARMEN",1,1,007016162,007016
1191,GASOLINA,2015,CHIAPAS,CATAZAJA,"PUNTA ARENA",1,1,007016019,007016
1192,GASOLINA,2015,CHIAPAS,"LA CONCORDIA","DIAMANTE DE ECHEVERRIA",0,1,,007020
1193,GASOLINA,2015,CHIAPAS,"LA CONCORDIA","IGNACIO ZARAGOZA",0,1,007020049,007020
1194,GASOLINA,2015,CHIAPAS,"LA CONCORDIA","LA CONCORDIA",1,1,007020001,007020
1195,GASOLINA,2015,CHIAPAS,"LA CONCORDIA","NIÑOS HEROES",1,1,,007020
1196,GASOLINA,2015,CHIAPAS,"LA CONCORDIA","PLAN DE AGUA PRIETA",1,1,007020025,007020
1197,GASOLINA,2015,CHIAPAS,"LA LIBERTAD","LA LIBERTAD",1,1,007050001,007050
1198,GASOLINA,2015,CHIAPAS,MAPASTEPEC,"EL CASTAÑO",1,1,,007051
1199,GASOLINA,2015,CHIAPAS,MAPASTEPEC,"SANTA ISABEL",1,1,007051454,007051
1200,GASOLINA,2015,CHIAPAS,MAZATAN,"SAN JOSE EL HUAYATE (BARRA DE SAN JOSE)",1,1,,007054
1201,GASOLINA,2015,CHIAPAS,PIJIJIAPAN,"BARRA SANTIAGO",1,1,007069530,007069
1202,GASOLINA,2015,CHIAPAS,PIJIJIAPAN,"EL PALMARCITO",0,1,007069032,007069
1203,GASOLINA,2015,CHIAPAS,PIJIJIAPAN,GUADALUPE,1,1,007069729,007069
1204,GASOLINA,2015,CHIAPAS,PIJIJIAPAN,"ISLA MORELOS",2,2,007069022,007069
1205,GASOLINA,2015,CHIAPAS,PIJIJIAPAN,"LA ESPERANZA (EL ZAPOTAL)",0,1,,007069
1206,GASOLINA,2015,CHIAPAS,PIJIJIAPAN,"LAS BRISAS",1,1,007069003,007069
1207,GASOLINA,2015,CHIAPAS,PIJIJIAPAN,"LOS PINOS",1,1,007069428,007069
1208,GASOLINA,2015,CHIAPAS,SUCHIATE,"BRISAS DEL MAR",1,1,007087004,007087
1209,GASOLINA,2015,CHIAPAS,TAPACHULA,"BARRA DE CAHUACAN (LAS GAVIOTAS)",1,1,,007089
1210,GASOLINA,2015,CHIAPAS,TAPACHULA,"PUERTO MADERO (SAN BENITO)",23,23,007089148,007089
1211,GASOLINA,2015,CHIAPAS,TAPACHULA,"TAPACHULA DE CORDOVA Y ORDOÑEZ",0,1,,007089
1212,GASOLINA,2015,CHIAPAS,TONALA,"BOCA DEL CIELO",2,3,007097212,007097
1213,GASOLINA,2015,CHIAPAS,TONALA,"CABEZA DE TORO",3,3,007097006,007097
1214,GASOLINA,2015,CHIAPAS,TONALA,PAREDON,9,9,007097040,007097
1215,GASOLINA,2015,CHIAPAS,"VILLA CORZO","JERICO (PORVENIR JERICO)",3,3,,007107
1216,GASOLINA,2015,CHIAPAS,"VILLA CORZO","MANUEL AVILA CAMACHO",1,1,007107123,007107
1217,GASOLINA,2015,CHIAPAS,"VILLA CORZO","REVOLUCION MEXICANA",2,3,007107200,007107
1218,GASOLINA,2015,CHIAPAS,"VILLA CORZO",SANTIAGO,0,1,007107259,007107
1219,GASOLINA,2015,CHIAPAS,"VILLA CORZO","VALLE MORELOS",1,1,007107298,007107
1220,GASOLINA,2015,COLIMA,ARMERIA,"EL PARAISO (BALNEARIO)",0,1,,006001
1221,GASOLINA,2015,COLIMA,MANZANILLO,"EL COLOMO",1,1,006007021,006007
1222,GASOLINA,2015,COLIMA,MANZANILLO,MANZANILLO,2,2,006007001,006007
1223,GASOLINA,2015,GUERRERO,"ACAPULCO DE JUAREZ","10 DE ABRIL",1,1,012001377,012001
1224,GASOLINA,2015,GUERRERO,"ACAPULCO DE JUAREZ","ACAPULCO DE JUAREZ",3,4,012001001,012001
1225,GASOLINA,2015,GUERRERO,"ACAPULCO DE JUAREZ","BARRA VIEJA",1,1,012001085,012001
1226,GASOLINA,2015,GUERRERO,"ACAPULCO DE JUAREZ","EL ARENAL",3,3,012001297,012001
1227,GASOLINA,2015,GUERRERO,"ACAPULCO DE JUAREZ","LA ESTACION",0,1,012001104,012001
1228,GASOLINA,2015,GUERRERO,"ACAPULCO DE JUAREZ","SAN ANDRES PLAYA ENCANTADA (EL PODRIDO)",1,1,012001349,012001
1229,GASOLINA,2015,GUERRERO,"ACAPULCO DE JUAREZ","SAN PEDRO LAS PLAYAS",7,7,012001158,012001
1230,GASOLINA,2015,GUERRERO,"ACAPULCO DE JUAREZ","TRES PALOS",1,1,012001166,012001
1231,GASOLINA,2015,GUERRERO,"COAHUAYUTLA DE JOSE MARIA IZAZAGA","LA CORBA",0,1,012016108,012016
1232,GASOLINA,2015,GUERRERO,"COAHUAYUTLA DE JOSE MARIA IZAZAGA",MATAMOROS,0,1,012016056,012016
1233,GASOLINA,2015,GUERRERO,"FLORENCIO VILLARREAL","BOCA DEL RIO",1,1,012030006,012030
1234,GASOLINA,2015,GUERRERO,"JOSE AZUETA",ZIHUATANEJO,0,1,,
1235,GASOLINA,2015,GUERRERO,MARQUELIA,"LA BARRA DE TECOANAPA (BARRA DE TECOANAPA)",2,2,,012077
1236,GASOLINA,2015,HIDALGO,ALFAJAYUCAN,ZOZEA,1,1,013006044,013006
1237,GASOLINA,2015,HIDALGO,TASQUILLO,"EL EPAZOTE",1,1,013058010,013058
1238,GASOLINA,2015,HIDALGO,TASQUILLO,"LA FLORIDA",1,1,013058011,013058
1239,GASOLINA,2015,HIDALGO,TASQUILLO,NOXTHEY,1,1,013058016,013058
1240,GASOLINA,2015,HIDALGO,TECOZAUTLA,"EL PASO",1,1,013059024,013059
1241,GASOLINA,2015,HIDALGO,TECOZAUTLA,"EL RIITO",1,1,013059026,013059
1242,GASOLINA,2015,HIDALGO,ZIMAPAN,"EL SAUCILLO",1,1,013084050,013084
1243,GASOLINA,2015,HIDALGO,ZIMAPAN,YETHAY,1,1,013084067,013084
1244,GASOLINA,2015,JALISCO,AMATITAN,AMATITAN,1,1,014005001,014005
1245,GASOLINA,2015,JALISCO,"CABO CORRIENTES",CHIMO,1,1,014020021,014020
1246,GASOLINA,2015,JALISCO,"CABO CORRIENTES","LOS CORRALES",1,1,014020082,014020
1247,GASOLINA,2015,JALISCO,"CABO CORRIENTES",PIZOTA,1,1,014020057,014020
1248,GASOLINA,2015,JALISCO,"CABO CORRIENTES","TEHUAMIXTLE (TEHUALMIXTLE)",1,1,014020088,014020
1249,GASOLINA,2015,JALISCO,"CABO CORRIENTES",YELAPA,2,2,014020070,014020
1250,GASOLINA,2015,JALISCO,CHAPALA,CHAPALA,3,3,014030001,014030
1251,GASOLINA,2015,JALISCO,CIHUATLAN,"BARRA DE NAVIDAD",3,3,014022006,014022
1252,GASOLINA,2015,JALISCO,CIHUATLAN,"EL AGUACATE",1,1,014022002,014022
1253,GASOLINA,2015,JALISCO,CIHUATLAN,"SAN PATRICIO (MELAQUE)",3,3,014022033,014022
1254,GASOLINA,2015,JALISCO,JAMAY,JAMAY,8,8,014047001,014047
1255,GASOLINA,2015,JALISCO,JAMAY,"LA MALTARAÑA (LA PALMITA)",1,1,,014047
1256,GASOLINA,2015,JALISCO,"JILOTLAN DE LOS DOLORES","LA PRESA",1,1,014049162,014049
1257,GASOLINA,2015,JALISCO,"LA HUERTA","ARROYO SECO",1,1,014043012,014043
1258,GASOLINA,2015,JALISCO,"LA HUERTA","EJIDO LA FORTUNA",1,1,014043039,014043
1259,GASOLINA,2015,JALISCO,"LA HUERTA","EMILIANO ZAPATA",2,2,014043036,014043
1260,GASOLINA,2015,JALISCO,"LA HUERTA","LA HUERTA",1,1,014043001,014043
1261,GASOLINA,2015,JALISCO,"LA HUERTA","LA MANZANILLA",1,1,014043062,014043
1262,GASOLINA,2015,JALISCO,"LA HUERTA",PERULA,2,2,014043146,014043
1263,GASOLINA,2015,JALISCO,"LA HUERTA","SAN MATEO",3,3,014043099,014043
1264,GASOLINA,2015,JALISCO,OCOTLAN,"EL FUERTE",1,1,,014063
1265,GASOLINA,2015,JALISCO,OCOTLAN,OCOTLAN,7,7,014063001,014063
1266,GASOLINA,2015,JALISCO,PONCITLAN,"AGUA CALIENTE",1,1,014066002,014066
1267,GASOLINA,2015,JALISCO,PONCITLAN,CHALPICOTE,1,1,014066043,014066
1268,GASOLINA,2015,JALISCO,PONCITLAN,"CUESTA DE MEZCALA",1,1,014066010,014066
1269,GASOLINA,2015,JALISCO,PONCITLAN,MEZCALA,2,2,014066019,014066
1270,GASOLINA,2015,JALISCO,PONCITLAN,PONCITLAN,1,1,014066001,014066
1271,GASOLINA,2015,JALISCO,PONCITLAN,"SAN JUAN TECOMATLAN",1,1,014066027,014066
1272,GASOLINA,2015,JALISCO,PONCITLAN,"SAN PEDRO ITZICAN",3,3,014066031,014066
1273,GASOLINA,2015,JALISCO,"PUERTO VALLARTA","BOCA DE LOS TOMATES",1,1,,014067
1274,GASOLINA,2015,JALISCO,"PUERTO VALLARTA","BOCA DE TOMATLAN",1,1,014067009,014067
1275,GASOLINA,2015,JALISCO,"PUERTO VALLARTA","PUERTO VALLARTA",4,4,014067001,014067
1276,GASOLINA,2015,JALISCO,"SANTA MARIA DEL ORO","LA MESA DE SAN JUAN",1,1,014056071,014056
1277,GASOLINA,2015,JALISCO,TEUCHITLAN,"LA ESTANZUELA",1,1,014095005,014095
1278,GASOLINA,2015,JALISCO,TEUCHITLAN,TEUCHITLAN,1,1,014095001,014095
1279,GASOLINA,2015,JALISCO,"TIZAPAN EL ALTO",MISMALOYA,4,4,014096009,014096
1280,GASOLINA,2015,JALISCO,"TIZAPAN EL ALTO","TIZAPAN EL ALTO",1,1,014096001,014096
1281,GASOLINA,2015,JALISCO,TOMATLAN,"JOSE MARIA MORELOS (AGUA PALOMA)",1,1,,014100
1282,GASOLINA,2015,JALISCO,TOMATLAN,TOMATLAN,1,1,014100001,014100
1283,GASOLINA,2015,JALISCO,TUXCUECA,"EL TEPEGÜAJE",1,1,,014107
1284,GASOLINA,2015,JALISCO,TUXCUECA,"PURAGUA DE RAMON CORONA",1,1,,014107
1285,GASOLINA,2015,JALISCO,"UNION DE TULA","UNION DE TULA",1,1,014110001,014110
1286,GASOLINA,2015,JALISCO,"VALLE DE GUADALUPE","SALTO DE AGUA (SALTO DE LOS IBARRA)",1,1,014111075,014111
1287,GASOLINA,2015,MICHOACAN,"ALVARO OBREGON","LA MINA",1,1,,
1288,GASOLINA,2015,MICHOACAN,AQUILA,AQUILA,1,1,,
1289,GASOLINA,2015,MICHOACAN,AQUILA,HUAHUA,1,1,,
1290,GASOLINA,2015,MICHOACAN,AQUILA,"MARUATA VIEJO",2,2,,
1291,GASOLINA,2015,MICHOACAN,AQUILA,PICHILINGUILLO,1,1,,
1292,GASOLINA,2015,MICHOACAN,AQUILA,"ZAPOTE DE TIZUPAN",1,1,,
1293,GASOLINA,2015,MICHOACAN,ARTEAGA,"EL PLATANITO",0,1,,
1294,GASOLINA,2015,MICHOACAN,ARTEAGA,PINZANDARAN,1,2,,
1295,GASOLINA,2015,MICHOACAN,"BRISEÑAS",IBARRA,1,1,,
1296,GASOLINA,2015,MICHOACAN,"BRISEÑAS","PASO DE HIDALGO (PASO DE ALAMOS)",1,1,,
1297,GASOLINA,2015,MICHOACAN,CHURUMUCO,"CHURUMUCO DE MORELOS",2,2,,
1298,GASOLINA,2015,MICHOACAN,CHURUMUCO,"SAN MARTIN DE LA LUZ",1,1,,
1299,GASOLINA,2015,MICHOACAN,COAHUAYANA,"BOCA DE APIZA",8,8,,
1300,GASOLINA,2015,MICHOACAN,COAHUAYANA,"SAN TELMO",1,1,,
1301,GASOLINA,2015,MICHOACAN,"COJUMATLAN DE REGULES","COJUMATLAN DE REGULES",1,1,,
1302,GASOLINA,2015,MICHOACAN,"COJUMATLAN DE REGULES","LA PUNTITA",1,1,,
1303,GASOLINA,2015,MICHOACAN,"COJUMATLAN DE REGULES","PALO ALTO",1,1,,
1304,GASOLINA,2015,MICHOACAN,"COJUMATLAN DE REGULES","PETATAN (ISLA DE PETATAN)",2,2,,
1305,GASOLINA,2015,MICHOACAN,"COJUMATLAN DE REGULES","PUERTO DE LEON",1,1,,
1306,GASOLINA,2015,MICHOACAN,"COJUMATLAN DE REGULES","RINCON DE MARIA",1,1,,
1307,GASOLINA,2015,MICHOACAN,CUITZEO,"MARIANO ESCOBEDO (SAN LORENZO)",0,2,,
1308,GASOLINA,2015,MICHOACAN,"LA HUACANA","BELLAS FUENTES (NUEVO CENTRO)",1,2,,
1309,GASOLINA,2015,MICHOACAN,"LA HUACANA","CERRITO COLORADO",1,1,,
1310,GASOLINA,2015,MICHOACAN,"LA HUACANA","HACIENDA VIEJA",1,1,,
1311,GASOLINA,2015,MICHOACAN,"LA HUACANA","POTRERILLOS DE RENTERIA (CUPUANCILLO)",1,1,,
1312,GASOLINA,2015,MICHOACAN,"LAZARO CARDENAS",CHUCUTITAN,1,1,,
1313,GASOLINA,2015,MICHOACAN,"LAZARO CARDENAS","CIUDAD LAZARO CARDENAS",4,5,,
1314,GASOLINA,2015,MICHOACAN,"LAZARO CARDENAS","LLANITOS DEL BEJUCO (EL BEJUCO)",1,1,,
1315,GASOLINA,2015,MICHOACAN,"LAZARO CARDENAS","PLAYA AZUL",1,1,,
1316,GASOLINA,2015,MICHOACAN,MUGICA,GAMBARA,1,1,,
1317,GASOLINA,2015,MICHOACAN,PURUANDIRO,VILLACHUATO,1,1,,
1318,GASOLINA,2015,MICHOACAN,"VENUSTIANO CARRANZA","LA PALMA (LA PALMA DE JESUS)",3,3,,
1319,GASOLINA,2015,MICHOACAN,"VENUSTIANO CARRANZA","VENUSTIANO CARRANZA",1,1,,
1320,GASOLINA,2015,NAYARIT,"BAHIA DE BANDERAS",BUCERIAS,5,5,018020013,018020
1321,GASOLINA,2015,NAYARIT,"BAHIA DE BANDERAS","CASA BLANCA",1,1,018020020,018020
1322,GASOLINA,2015,NAYARIT,"BAHIA DE BANDERAS","CRUZ DE HUANACAXTLE",8,8,018020027,018020
1323,GASOLINA,2015,NAYARIT,COMPOSTELA,CHACALA,4,4,018004065,018004
1324,GASOLINA,2015,NAYARIT,COMPOSTELA,COMPOSTELA,1,1,018004001,018004
1325,GASOLINA,2015,NAYARIT,COMPOSTELA,"LA PEÑITA DE JALTEMBA",6,6,,018004
1326,GASOLINA,2015,NAYARIT,COMPOSTELA,"LOS AYALA",1,1,018004020,018004
1327,GASOLINA,2015,NAYARIT,COMPOSTELA,"RINCON DE GUAYABITOS",2,2,018004154,018004
1328,GASOLINA,2015,NAYARIT,ROSAMORADA,"FRANCISCO VILLA (EL RETIRO)",1,1,,018010
1329,GASOLINA,2015,NAYARIT,ROSAMORADA,"LLANO DEL TIGRE",1,1,018010014,018010
1330,GASOLINA,2015,NAYARIT,ROSAMORADA,PERICOS,1,1,018010022,018010
1331,GASOLINA,2015,NAYARIT,ROSAMORADA,PESCADERO,1,1,018010023,018010
