ID,COD_INEGI,CVE_ENT,ENT,CVE_MUN,MUN,POB_TOT,VP,ANALF,SPRIM,OVSDE,OVSEE,OVSAE,VHAC,OVPT,PL_5000,PO2SM,OVSD,OVSDSE,IM,GM,IND0A100,LUG_NAC,LUGAR_EST,ANO
6023,2020482,20,Oaxaca,20482,"Santiago Pinotepa Nacional",37800,0,31.72,57.44,56.26,12.67,57.41,71.08,44.82,47.57,76.49,0,-0,191,Alto,0,1044,400,1990
6024,2020324,20,Oaxaca,20324," San Pedro Pochutla",36982,0,22.88,46.65,0,18.87,32.4,70.81,43.29,66.46,70.97,0,21.2,433,Alto,0,815,327,2000
6025,2020278,20,Oaxaca,20278," San Miguel Soyaltepec                            ",36564,0,21.82,40.52,5.37,4.47,31.63,54.79,40.27,82.04,73.69,0,-0,995,"Muy alto",38921,404,0,2010
6026,2020469,20,Oaxaca,20469,"Santiago Juxtlahuaca",36275,0,22.64,37.88,11.37,2.74,4.56,45.05,24.18,70.95,63.33,0,-0,975,Alto,0,404,193,2015
6027,2020278,20,Oaxaca,20278," San Miguel Soyaltepec",36036,0,27.28,52.79,0,11.52,36.9,71.83,60.91,78.64,82.89,0,38.96,918,Alto,0,469,208,2000
6028,2020390,20,Oaxaca,20390," Santa Lucía Del Camino",35631,7576,6.3,-0,0,1.32,8.35,-0,-0,0,-0,5.32,-0,-1235,Bajo,0,2143,0,1995
6029,2020334,20,Oaxaca,20334,"Villa de Tututepec de Melchor Ocampo",35376,0,27.66,61.65,46.17,16.27,56.65,76.22,58.18,73.93,76.05,0,-0,372,Alto,0,877,362,1990
6030,2020278,20,Oaxaca,20278,"San Miguel Soyaltepec",34842,0,24.22,43.8,15.5,5.88,33.14,64.03,50.16,78.19,79.67,0,-0,805,Alto,0,523,246,2005
6031,2020397,20,Oaxaca,20397,"Heroica Ciudad de Tlaxiaco",34587,0,12.16,25.5,2.88,4.62,28.6,53.86,34.04,51.9,57.75,0,-0,-311,Medio,0,1472,496,2005
6032,2020399,20,Oaxaca,20399,"Santa María Atzompa",34115,0,4.06,13.91,0.31,2.33,14.98,33.64,6.45,20.67,33.91,0,-0,-904,Bajo,0,1978,547,2015
6033,2020565,20,Oaxaca,20565," Villa de Zaachila                                ",34101,0,8.95,24.73,0.6,8.72,50.06,45.36,24.31,18.62,46.43,0,-0,-174,Medio,25707,1348,0,2010
6034,2020278,20,Oaxaca,20278," San Miguel Soyaltepec",33887,6501,28.84,-0,0,16.39,52.01,-0,-0,0,-0,78.83,-0,945,"Muy alto",0,462,0,1995
6035,2020318,20,Oaxaca,20318," San Pedro Mixtepec -Dto. 22 -                    ",33682,0,15.22,33.74,5.08,3.62,7.12,54.74,17.26,40.09,57.31,0,-0,-457,Medio,0,1600,517,2005
6036,2020469,20,Oaxaca,20469,"Santiago Juxtlahuaca",33401,0,30.25,48.4,26.96,10.86,27.67,64.17,56.71,73.14,63.17,0,-0,969,Alto,0,425,200,2005
6037,2020413,20,Oaxaca,20413,"Santa María Huatulco",33194,0,13.32,28.07,3.31,4.91,12.01,54.77,14.63,41.49,50.63,0,-0,-599,Medio,0,1716,533,2005
6038,2020469,20,Oaxaca,20469," Santiago Juxtlahuaca                             ",32927,0,28.65,43.99,22.3,7.26,14.3,57.51,49.09,70.95,72.87,0,-0,1392,"Muy alto",43406,220,0,2010
6039,2020073,20,Oaxaca,20073,"Putla Villa de Guerrero",32640,0,12.53,29.08,2.79,1.96,5.5,38.93,15.07,65.75,56.76,0,-0,107,Alto,0,1075,420,2015
6040,2020059,20,Oaxaca,20059," Miahuatlán De Porfirio Díaz",32555,0,20.68,48.63,0,6.16,45.16,65.42,40.65,48.63,67.9,0,25.81,229,Alto,0,989,385,2000
6041,2020318,20,Oaxaca,20318," San Pedro Mixtepec -Dto. 22 -                    ",32471,0,16.71,38.22,0,8.4,11.73,62.33,28.31,43.08,59.62,0,17.36,-382,Medio,0,1527,504,2000
6042,2020059,20,Oaxaca,20059,"Miahuatlán de Porfirio Díaz",32185,0,18.6,39.95,4.48,4.67,45.13,57.52,44.12,41.01,65.26,0,-0,244,Alto,0,975,388,2005
6043,2020073,20,Oaxaca,20073," Putla Villa de Guerrero                          ",31897,0,15.34,31.79,4.09,3.81,4.11,54.02,24.31,65.75,56.33,0,-0,66,Medio,28416,1136,0,2010
6044,2020041,20,Oaxaca,20041,"Huautla de Jiménez",31829,0,41.26,56.28,3.74,8,59.86,61.68,57.84,63.79,81.72,0,-0,1357,"Muy alto",0,247,118,2005
6045,2020041,20,Oaxaca,20041,"Huautla de Jiménez",31551,0,31.19,44.45,1.14,3.69,31.81,52.66,28.1,64.91,71.13,0,-0,1705,"Muy alto",0,119,48,2015
6046,2020041,20,Oaxaca,20041," Huautla De Jiménez",31040,0,47.38,65.14,0,13.52,50.92,68.7,64.1,69.53,85.02,0,14.39,1.25,"Muy alto",0,287,133,2000
6047,2020324,20,Oaxaca,20324," San Pedro Pochutla",30911,5628,25.47,-0,0,20.33,36.01,-0,-0,0,-0,72.6,-0,551,Alto,0,702,0,1995
6048,2020385,20,Oaxaca,20385,"Santa Cruz Xoxocotlán",30762,0,11.94,32.19,16.91,4.48,34.52,65.03,25.32,12.72,66.2,0,-0,-1076,Bajo,0,2030,558,1990
6049,2020278,20,Oaxaca,20278,"San Miguel Soyaltepec",30678,0,31.43,62.76,65.05,28.89,57.77,77.82,66.74,80.84,87.26,0,-0,0.82,Alto,0,520,243,1990
6050,2020041,20,Oaxaca,20041," Huautla de Jiménez                               ",30004,0,35.54,49.98,2.86,4.85,55.5,58.48,25.56,64.91,73.02,0,-0,1347,"Muy alto",42899,237,0,2010
6051,2020073,20,Oaxaca,20073,"Putla Villa de Guerrero",29678,0,18.93,38.02,8.01,5.05,4,55.15,26.11,64.64,66.55,0,-0,-66,Alto,0,1242,463,2005
6052,2020469,20,Oaxaca,20469," Santiago Juxtlahuaca",29416,5004,37.4,-0,0,19.08,30.11,-0,-0,0,-0,75.24,-0,1018,"Muy alto",0,418,0,1995
6053,2020198,20,Oaxaca,20198,"San Juan Guichicovi",29364,0,33.97,48.55,2.23,3.75,23.87,39.54,5.15,100,65.49,0,-0,1216,Alto,0,287,137,2015
6054,2020390,20,Oaxaca,20390,"Santa Lucía del Camino",29122,0,9.3,26.83,8.83,2.38,25.98,56.86,16.98,5.19,67.94,0,-0,-1413,Bajo,0,2210,565,1990
6055,2020397,20,Oaxaca,20397," Heroica Ciudad De Tlaxiaco",29026,0,14.87,30.73,0,7.9,29.55,57.92,35.16,52.26,60.08,0,9.85,-411,Medio,0,1550,509,2000
6056,2020059,20,Oaxaca,20059," Miahuatlán De Porfirio Díaz",28918,5711,23.09,-0,0,7.36,46.14,-0,-0,0,-0,60.64,-0,426,Alto,0,798,0,1995
6057,2020014,20,Oaxaca,20014,"Ciudad Ixtepec",28637,0,7.43,18.93,0.79,0.62,1.17,30.52,3.32,4.04,38.87,0,-0,-1072,Bajo,0,2111,557,2015
6058,2020413,20,Oaxaca,20413," Santa María Huatulco",28327,0,15.06,33.82,0,13.76,21.84,57.36,27.96,37.25,52.68,0,14.74,-503,Medio,0,1612,517,2000
6059,2020198,20,Oaxaca,20198," San Juan Guichicovi                              ",28142,0,35.69,52.83,3.18,4.46,31.36,48.49,4.24,100,80.35,0,-0,1034,"Muy alto",39355,384,0,2010
6060,2020469,20,Oaxaca,20469," Santiago Juxtlahuaca",28118,0,35.52,58.99,0,11.63,19.99,66.33,52.16,71.97,65.72,0,40.95,716,Alto,0,598,253,2000
6061,2020565,20,Oaxaca,20565,"Villa de Zaachila",28003,0,11.26,30.04,1.6,12.95,52.45,51.75,50.11,4.84,61.48,0,-0,-41,Alto,0,1221,455,2005
6062,2020134,20,Oaxaca,20134,"San Felipe Jalapa de Díaz",27979,0,27.36,46.55,1.22,2.83,37.31,64.05,15.89,77,66.37,0,-0,1.62,"Muy alto",0,142,60,2015
6063,2020469,20,Oaxaca,20469,"Santiago Juxtlahuaca",27918,0,49.58,73.07,68.08,32.91,34.06,80.22,71.27,81.39,76.4,0,-0,977,Alto,0,439,210,1990
6064,2020198,20,Oaxaca,20198,"San Juan Guichicovi",27646,0,42.12,59.44,7.73,6.4,27.75,55.83,26.58,100,84.74,0,-0,1072,"Muy alto",0,365,173,2005
6065,2020399,20,Oaxaca,20399," Santa María Atzompa                              ",27465,0,6.5,17.36,0.85,2.63,27.41,42.53,13.02,20.67,37.89,0,-0,-869,Bajo,17.85,1929,0,2010
6066,2020059,20,Oaxaca,20059,"Miahuatlán de Porfirio Díaz",27448,0,28.56,63.57,45.81,21.05,64.13,73.76,57.13,55.91,81.67,0,-0,423,Alto,0,827,343,1990
6067,2020198,20,Oaxaca,20198," San Juan Guichicovi",27399,0,47.06,67.95,0,16.43,36.31,65.27,35.99,100,88.17,0,27.77,1232,"Muy alto",0,292,134,2000
6068,2020041,20,Oaxaca,20041," Huautla De Jiménez",27206,5626,49.24,-0,0,18.01,55.84,-0,-0,0,-0,75.41,-0,1303,"Muy alto",0,281,0,1995
6069,2020318,20,Oaxaca,20318," San Pedro Mixtepec -Dto. 22 -                    ",27111,5564,18.88,-0,0,8.75,25.18,-0,-0,0,-0,33.01,-0,-213,Medio,0,1367,0,1995
6070,2020134,20,Oaxaca,20134," San Felipe Jalapa de Díaz                        ",26838,0,29.89,52.03,1.8,4.61,50.05,72.07,12.56,77,76.75,0,-0,1303,"Muy alto",42398,257,0,2010
6071,2020014,20,Oaxaca,20014," Ciudad Ixtepec                                   ",26450,0,9.7,22.33,1.65,1.91,1.47,38.31,6.8,4.04,39.65,0,-0,-1105,Bajo,15187,2098,0,2010
6072,2020073,20,Oaxaca,20073," Putla Villa De Guerrero",26406,0,19.47,43.38,0,7.93,4.91,62.96,31.24,65.93,69.24,0,20.31,-109,Alto,0,1290,456,2000
6073,2020198,20,Oaxaca,20198,"San Juan Guichicovi",26199,0,52.32,76.71,68.57,20.81,73.34,73.6,50.47,100,85.15,0,-0,1136,"Muy alto",0,341,168,1990
6074,2020073,20,Oaxaca,20073," Putla Villa De Guerrero",26154,5192,19.66,-0,0,7.5,11.79,-0,-0,0,-0,62.18,-0,136,Medio,0,1050,0,1995
6075,2020073,20,Oaxaca,20073,"Putla Villa de Guerrero",25844,0,25.41,55.28,54.1,16.32,31.64,76.32,48.21,72.21,82.29,0,-0,207,Alto,0,1027,396,1990
6076,2020324,20,Oaxaca,20324,"San Pedro Pochutla",25701,0,30.41,57.18,54.15,27.62,45.47,76.63,58.7,66.86,75.22,0,-0,386,Alto,0,863,355,1990
6077,2020134,20,Oaxaca,20134,"San Felipe Jalapa de Díaz",25395,0,36.21,58,3.13,7.99,61.71,76.35,51.47,76.08,86.35,0,-0,1511,"Muy alto",0,186,85,2005
6078,2020041,20,Oaxaca,20041,"Huautla de Jiménez",25338,0,50.24,72.24,37.1,26.6,54.14,75.82,72.1,67.51,85.62,0,-0,858,Alto,0,501,234,1990
6079,2020413,20,Oaxaca,20413," Santa María Huatulco",25242,5534,17.56,-0,0,21.35,27.44,-0,-0,0,-0,40.5,-0,-0.17,Medio,0,1330,0,1995
6080,2020439,20,Oaxaca,20439,"Santa María Tonameca",25130,0,19.85,38.83,3.96,5.77,27.24,50.73,20.19,100,50.24,0,-0,1174,Alto,0,313,152,2015
6081,2020198,20,Oaxaca,20198," San Juan Guichicovi",25096,5503,46.6,-0,0,14.78,59.32,-0,-0,0,-0,51.62,-0,948,"Muy alto",0,458,0,1995
6082,2020397,20,Oaxaca,20397," Heroica Ciudad De Tlaxiaco",24784,4908,17,-0,0,7.03,33.4,-0,-0,0,-0,54.58,-0,62,Medio,0,1124,0,1995
6083,2020085,20,Oaxaca,20085,"San Agustín Loxicha",24467,0,26.59,45.38,0.85,10.79,4.38,68.84,51.59,100,71.32,0,-0,2414,"Muy alto",0,33,9,2015
6084,2020439,20,Oaxaca,20439," Santa María Tonameca                             ",24318,0,23.29,44.29,7.89,7.91,50.3,61.56,35.15,100,68.03,0,-0,1352,"Muy alto",42944,236,0,2010
6085,2020014,20,Oaxaca,20014,"Ciudad Ixtepec",24181,0,10.94,25.16,2.65,1.1,0.75,42.18,4.42,1.99,52.96,0,-0,-1.16,Bajo,0,2135,560,2005
6086,2020401,20,Oaxaca,20401,"Santa María Colotepec",24076,0,9.93,25.84,3.11,3.72,6.4,43.94,6.07,56.69,45.34,0,-0,-171,Medio,0,1319,476,2015
6087,2020190,20,Oaxaca,20190,"San Juan Cotzocón",23686,0,19.61,37.3,0.8,3.92,26.36,37.97,10.77,100,63.55,0,-0,776,Alto,0,502,233,2015
6088,2020134,20,Oaxaca,20134," San Felipe Jalapa De Díaz",23238,0,39.42,68.04,0,20.97,64.83,79.1,67.5,75.79,89.84,0,15.59,1538,"Muy alto",0,182,80,2000
6089,2020107,20,Oaxaca,20107,"San Antonio de la Cal",23038,0,4.7,15.86,0.24,0.76,15.34,32.79,6.95,5.86,38.59,0,-0,-928,Bajo,0,1990,548,2015
6090,2020559,20,Oaxaca,20559," San Juan Bautista Valle Nacional",22886,0,22.28,49.69,0,8.98,36.16,59.11,46.66,72.23,86.66,0,5.1,338,Alto,0,894,352,2000
6091,2020397,20,Oaxaca,20397,"Heroica Ciudad de Tlaxiaco",22813,0,22.5,45.75,47.76,19.44,50.08,70.33,51.09,58.12,79.28,0,-0,23,Medio,0,1173,436,1990
6092,2020559,20,Oaxaca,20559,"San Juan Bautista Valle Nacional",22699,0,16.8,33.52,0.98,2.85,15.7,29.57,8.03,75.55,55.56,0,-0,145,Alto,0,1037,410,2015
6093,2020014,20,Oaxaca,20014," Ciudad Ixtepec",22675,0,13.72,29.6,0,2.12,1.5,44.03,8.71,1.83,55.1,0,7.13,-1229,Bajo,0,2169,560,2000
6094,2020085,20,Oaxaca,20085," San Agustín Loxicha                              ",22565,0,28.54,52.47,1.46,22.6,42.36,74.92,47.42,100,81.91,0,-0,2211,"Muy alto",52.66,42,0,2010
6095,2020401,20,Oaxaca,20401," Santa María Colotepec                            ",22562,0,12.82,30.36,3.1,4.15,25.79,56.04,8.7,56.69,45.54,0,-0,-167,Medio,25781,1340,0,2010
6096,2020551,20,Oaxaca,20551,"Tlacolula de Matamoros",22545,0,8.04,23.03,1.21,3.24,6.58,29.25,11.18,29.58,41.44,0,-0,-573,Bajo,0,1674,520,2015
6097,2020085,20,Oaxaca,20085," San Agustín Loxicha",22495,0,35.79,68.22,0,60.32,19.19,85.21,87.69,100,91.32,0,26.85,2006,"Muy alto",0,60,28,2000
6098,2020190,20,Oaxaca,20190,"San Juan Cotzocón",22478,0,28.43,50,3.72,5.59,46.31,55.1,40.19,100,83.59,0,-0,885,Alto,0,480,226,2005
6099,2020559,20,Oaxaca,20559," San Juan Bautista Valle Nacional                 ",22446,0,17.07,36.83,0.89,3.11,30.18,40.37,21.96,75.55,81.04,0,-0,0.39,Medio,32076,852,0,2010
6100,2020190,20,Oaxaca,20190," San Juan Cotzocón                                ",22356,0,20.88,41.83,1.72,4.63,41.04,46.25,8.65,100,72.05,0,-0,577,Alto,34196,696,0,2010
6101,2020559,20,Oaxaca,20559," San Juan Bautista Valle Nacional",22276,3969,21.7,-0,0,12.51,44.07,-0,-0,0,-0,81.85,-0,728,Alto,0,579,0,1995
6102,2020190,20,Oaxaca,20190," San Juan Cotzocón",21679,0,25.55,55.66,0,10.01,45.9,63.51,48.52,100,86.97,0,10.08,713,Alto,0,603,256,2000
6103,2020068,20,Oaxaca,20068,"Ocotlán de Morelos",21676,0,9.36,23.42,2.43,1.95,27.74,37.06,22.03,29.64,48.14,0,-0,0.05,Medio,0,1127,436,2015
6104,2020023,20,Oaxaca,20023,"Cuilápam de Guerrero",21597,0,5.03,17.11,1.62,4.04,26.11,32.4,7.12,32.93,38.33,0,-0,-544,Bajo,0,1650,517,2015
6105,2020232,20,Oaxaca,20232," San Lucas Ojitlán                                ",21514,0,20.38,38.56,7.91,8.92,37.13,68.36,53.72,70.77,87.9,0,-0,1528,"Muy alto",44944,175,0,2010
6106,2020014,20,Oaxaca,20014," Ciudad Ixtepec",21498,4943,15.22,-0,0,4.2,4.53,-0,-0,0,-0,10.27,-0,-1207,Bajo,0,2131,0,1995
6107,2020107,20,Oaxaca,20107," San Antonio de la Cal                            ",21456,0,6.76,19.79,1.19,2.1,18.81,43.25,19.84,5.86,38.33,0,-0,-857,Bajo,17988,1919,0,2010
6108,2020014,20,Oaxaca,20014,"Ciudad Ixtepec",21449,0,16.69,37.76,17.19,4.33,6.66,57.41,10.43,2.94,61.26,0,-0,-1374,Bajo,0,2188,563,1990
6109,2020406,20,Oaxaca,20406," Santa María Chilchotla",21436,0,42.68,73.03,0,25.68,67.97,77.2,83.78,100,93.58,0,12.5,1894,"Muy alto",0,81,32,2000
6110,2020190,20,Oaxaca,20190," San Juan Cotzocón",21362,4066,25.06,-0,0,11.34,56.57,-0,-0,0,-0,80.57,-0,835,Alto,0,510,0,1995
6111,2020068,20,Oaxaca,20068," Ocotlán de Morelos                               ",21341,0,10.44,26.81,2.75,2.55,50.61,44.87,27.32,29.64,42.65,0,-0,-171,Medio,25737,1347,0,2010
6112,2020439,20,Oaxaca,20439,"Santa María Tonameca",21223,0,27.52,51.15,9.7,12.86,56.09,67.05,46.91,100,79.41,0,-0,1252,"Muy alto",0,282,134,2005
6113,2020190,20,Oaxaca,20190,"San Juan Cotzocón",21192,0,27.87,63.83,37.93,28.38,56.57,73.17,61.18,100,87.57,0,-0,607,Alto,0,681,293,1990
6114,2020559,20,Oaxaca,20559,"San Juan Bautista Valle Nacional",21189,0,23.34,43.62,1.97,3.32,49.16,43.5,32.81,70.39,83.3,0,-0,386,Alto,0,823,339,2005
6115,2020559,20,Oaxaca,20559,"San Juan Bautista Valle Nacional",21045,0,26.18,58.71,28.83,21.66,60.03,73.24,63.31,73.75,90.3,0,-0,412,Alto,0,836,346,1990
6116,2020028,20,Oaxaca,20028,"Heroica Ciudad de Ejutla de Crespo",20915,0,15.58,33.16,2.42,1.77,14.81,39,21.95,50.47,60.06,0,-0,436,Alto,0,770,329,2015
6117,2020318,20,Oaxaca,20318," San Pedro Mixtepec -Dto. 22 -                    ",20733,0,24.66,52.33,40.69,14.94,36.1,72.55,49.44,60.48,68.14,0,-0,-119,Medio,0,1286,455,1990
6118,2020085,20,Oaxaca,20085,"San Agustín Loxicha",20664,0,45.27,79.14,72.59,80.33,26.64,84.54,91.72,100,89.25,0,-0,1615,"Muy alto",0,146,67,1990
6119,2020406,20,Oaxaca,20406," Santa María Chilchotla                           ",20584,0,37.31,60.15,1.55,15.34,92.35,60.59,41.63,100,88.76,0,-0,2523,"Muy alto",56182,23,0,2010
6120,2020406,20,Oaxaca,20406,"Santa María Chilchotla",20577,0,44.23,65.7,1.9,18.9,94.73,68.82,80.06,100,89.94,0,-0,2366,"Muy alto",0,29,9,2005
6121,2020406,20,Oaxaca,20406,"Santa María Chilchotla",20328,0,32.8,54.17,0.6,11.57,66.87,54.03,43.79,100,82.74,0,-0,3.13,"Muy alto",0,13,3,2015
6122,2020439,20,Oaxaca,20439," Santa María Tonameca",20228,0,31.64,60.05,0,23.27,60.2,78.09,56.49,100,82.62,0,29.95,1367,"Muy alto",0,241,110,2000
6123,2020232,20,Oaxaca,20232," San Lucas Ojitlán",20118,0,24.59,52.7,0,29.27,65.22,80.54,69.8,71.51,91.34,0,30.55,1375,"Muy alto",0,239,109,2000
6124,2020232,20,Oaxaca,20232,"San Lucas Ojitlán",20085,0,17.18,34.4,2.34,4.69,27.13,56.92,24.26,70.77,72.74,0,-0,1249,"Muy alto",0,280,134,2015
6125,2020171,20,Oaxaca,20171," San José Tenango",19969,0,47.15,76.3,0,41.45,81.78,76.76,90.1,100,93.81,0,23,2344,"Muy alto",0,21,7,2000
6126,2020399,20,Oaxaca,20399,"Santa María Atzompa",19876,0,8.94,23.63,1.08,5.72,51.34,51.46,28.77,15.2,58.21,0,-0,-444,Medio,0,1586,514,2005
6127,2020232,20,Oaxaca,20232,"San Lucas Ojitlán",19871,0,22.66,44.04,9.69,10.72,51.89,75.99,55.13,72.15,87.79,0,-0,1.16,"Muy alto",0,331,158,2005
6128,2020570,20,Oaxaca,20570,"Zimatlán de Álvarez",19849,0,8.73,23.95,2.08,4.02,13.81,35.34,20.9,42.83,52.61,0,-0,14,Medio,0,1151,442,2015
6129,2020028,20,Oaxaca,20028," Heroica Ciudad de Ejutla de Crespo               ",19679,0,19.43,40.49,6.23,2.31,34.13,50.72,27.68,50.46,58.95,0,-0,449,Alto,32745,797,0,2010
6130,2020551,20,Oaxaca,20551," Tlacolula de Matamoros                           ",19625,0,11.17,28.31,1.51,2.29,11.32,36.99,19.54,29.57,44.89,0,-0,-611,Medio,20773,1715,0,2010
6131,2020028,20,Oaxaca,20028,"Heroica Ciudad de Ejutla de Crespo",19585,0,31.23,60.48,53.17,11.21,57.71,72.7,58.23,61.03,86.89,0,-0,442,Alto,0,811,339,1990
6132,2020068,20,Oaxaca,20068,"Ocotlán de Morelos",19581,0,12.69,32.81,9.83,3.31,49.95,52.16,39.9,29.89,63.26,0,-0,-52,Alto,0,1232,459,2005
6133,2020565,20,Oaxaca,20565," Villa De Zaachila",19247,0,12.18,35.41,0,19.57,41.88,56.06,44.72,5.1,63.96,0,3.58,-337,Medio,0,1496,495,2000
6134,2020401,20,Oaxaca,20401,"Santa María Colotepec",19223,0,15.9,35.03,3.88,7.53,31.96,66.54,29.23,54.67,63.84,0,-0,121,Alto,0,1086,421,2005
6135,2020570,20,Oaxaca,20570," Zimatlán de Álvarez                              ",19215,0,11.22,28.98,1.8,1.93,21.4,41.79,38.57,42.83,59.63,0,-0,-34,Medio,27284,1231,0,2010
6136,2020467,20,Oaxaca,20467,"Santiago Jamiltepec",19201,0,15.43,31.7,4.66,3.41,11.7,41.11,8.17,45.02,54.66,0,-0,0.16,Alto,0,1022,406,2015
6137,2020207,20,Oaxaca,20207,"San Juan Mazatlán",19163,0,22.47,45.33,1.13,2.72,16.82,45.85,17.54,100,69.03,0,-0,1136,Alto,0,333,164,2015
6138,2020406,20,Oaxaca,20406,"Santa María Chilchotla",19108,0,52.48,83.02,59.09,87.08,85.89,79.46,90.91,100,91.96,0,-0,1954,"Muy alto",0,52,22,1990
6139,2020134,20,Oaxaca,20134," San Felipe Jalapa De Díaz",19040,3441,47.83,-0,0,35.75,76.76,-0,-0,0,-0,80.48,-0,1864,"Muy alto",0,98,0,1995
6140,2020085,20,Oaxaca,20085," San Agustín Loxicha",18839,3188,37.54,-0,0,75.56,28.22,-0,-0,0,-0,96.41,-0,1908,"Muy alto",0,91,0,1995
6141,2020406,20,Oaxaca,20406," Santa María Chilchotla",18745,3522,46.31,-0,0,34.56,85.34,-0,-0,0,-0,90.8,-0,2013,"Muy alto",0,62,0,1995
6142,2020006,20,Oaxaca,20006,"Asunción Nochixtlán",18525,0,6.49,19.28,1.88,3.4,23.29,37.86,13.09,25.45,53.28,0,-0,-213,Medio,0,1359,484,2015
6143,2020386,20,Oaxaca,20386,"Santa Cruz Zenzontepec",18512,0,27.66,47.78,0.58,4.39,18.69,58.42,46.02,100,64.18,0,-0,2059,"Muy alto",0,74,25,2015
6144,2020171,20,Oaxaca,20171," San José Tenango                                 ",18478,0,42.31,63.2,1.57,30.19,82.6,63.23,49.78,100,85.9,0,-0,3011,"Muy alto",61696,8,0,2010
6145,2020232,20,Oaxaca,20232," San Lucas Ojitlán",18449,3104,26.99,-0,0,35.59,77.01,-0,-0,0,-0,89.93,-0,1579,"Muy alto",0,175,0,1995
6146,2020023,20,Oaxaca,20023," Cuilápam de Guerrero                             ",18428,0,6.38,19.86,1.98,9.28,51.06,42.65,16.45,32.93,45.62,0,-0,-348,Medio,23739,1496,0,2010
6147,2020171,20,Oaxaca,20171,"San José Tenango",18413,0,57.42,81.61,48.7,91.14,95.32,78.88,94.73,100,89.99,0,-0,1998,"Muy alto",0,45,18,1990
6148,2020124,20,Oaxaca,20124,"San Blas Atempa",18406,0,25.76,43.43,5.01,1.92,24.9,54.25,32.91,30.04,60.38,0,-0,1353,"Muy alto",0,232,109,2015
6149,2020028,20,Oaxaca,20028," Heroica Ciudad De Ejutla De Crespo",18404,3650,25.66,-0,0,3.93,50.83,-0,-0,0,-0,67.83,-0,594,Alto,0,663,0,1995
6150,2020467,20,Oaxaca,20467," Santiago Jamiltepec                              ",18383,0,18.02,35.78,6.9,2.66,34.48,47.27,18.73,45.02,50.42,0,-0,106,Medio,28868,1106,0,2010
6151,2020570,20,Oaxaca,20570," Zimatlán de Álvarez                              ",18370,0,14.6,33.68,2.87,2.73,20.51,49.29,43.41,43.4,66.46,0,-0,-177,Medio,0,1343,479,2005
6152,2020171,20,Oaxaca,20171,"San José Tenango",18316,0,39.07,57.08,2.1,16.02,80.62,58.61,52.27,100,74.75,0,-0,3808,"Muy alto",0,7,1,2015
6153,2020350,20,Oaxaca,20350,"San Sebastián Tutla",18195,0,1.4,5.55,0.01,0.16,1.75,14.97,1.49,27.91,22.4,0,-0,-1788,"Muy bajo",0,2431,570,2015
6154,2020068,20,Oaxaca,20068," Ocotlán De Morelos",18183,0,14.36,38.07,0,4.84,40.88,57.96,35.1,30.8,65.82,0,19.59,-258,Medio,0,1432,485,2000
6155,2020401,20,Oaxaca,20401," Santa María Colotepec",18120,0,19.36,43.31,0,14.94,37.58,73.18,39.8,57.97,66.42,0,20.18,257,Alto,0,966,377,2000
6156,2020171,20,Oaxaca,20171,"San José Tenango",18120,0,47.89,68.58,4.31,35.93,91.24,71.97,89.37,100,90.17,0,-0,2833,"Muy alto",0,13,5,2005
6157,2020467,20,Oaxaca,20467," Santiago Jamiltepec",17922,0,24.64,47.45,0,7.28,63.49,64.61,38.36,47.46,79.43,0,29.57,497,Alto,0,770,312,2000
6158,2020386,20,Oaxaca,20386," Santa Cruz Zenzontepec                           ",17897,0,34.61,57.26,0.51,7.04,71.11,67.79,25.26,100,87.09,0,-0,1962,"Muy alto",49842,62,0,2010
6159,2020085,20,Oaxaca,20085,"San Agustín Loxicha",17823,0,32.96,55.83,3.27,37.57,61.82,81.13,77.26,100,87.77,0,-0,2248,"Muy alto",0,40,15,2005
6160,2020006,20,Oaxaca,20006," Asunción Nochixtlán                              ",17820,0,9.41,22.64,1.19,4.58,28.61,47.04,25.45,25.45,55.95,0,-0,-272,Medio,24.6,1433,0,2010
6161,2020467,20,Oaxaca,20467," Santiago Jamiltepec",17794,3452,26.21,-0,0,8.87,51.45,-0,-0,0,-0,80.48,-0,678,Alto,0,610,0,1995
6162,2020526,20,Oaxaca,20526,"Santos Reyes Nopala",17583,0,24.32,40.37,1.07,4.24,2.47,45.56,11.9,67.46,69.27,0,-0,0.76,Alto,0,516,239,2015
6163,2020028,20,Oaxaca,20028," Heroica Ciudad De Ejutla De Crespo",17573,0,25.02,53.04,0,4.87,41.13,60.93,46.02,56.19,81.31,0,27.17,456,Alto,0,796,321,2000
6164,2020205,20,Oaxaca,20205," San Juan Lalana                                  ",17398,0,27.23,57.6,2.65,12.57,31.87,51.42,14.62,100,89.12,0,-0,1353,"Muy alto",42957,235,0,2010
6165,2020028,20,Oaxaca,20028,"Heroica Ciudad de Ejutla de Crespo",17232,0,24.76,47.28,12.98,3.05,38.67,56.53,58.62,56.71,78.15,0,-0,715,Alto,0,573,260,2005
6166,2020467,20,Oaxaca,20467,"Santiago Jamiltepec",17206,0,23.45,41.44,15.34,3.88,36.88,56.41,31.29,45.93,76.35,0,-0,367,Alto,0,846,348,2005
6167,2020068,20,Oaxaca,20068," Ocotlán De Morelos",17180,3419,16.02,-0,0,4.39,42.83,-0,-0,0,-0,62.12,-0,0.05,Medio,0,1144,0,1995
